BaseL	AssignedL
12233.XYZ	12233.004
Lbody:12233.XYZ	Lbody:12233.002
12250.XYZ	12250.002
12260.XYZ	12260.002
12266.XYZ	12266.004
12272.XYZ	12272.002
12272.XYZ	12272.004
12277.XYZ	12277.002
12280.XYZ	12280.002
12281.XYZ	12281.004
12281.XYZ	12281.006
Lbody:12281.XYZ	Lbody:12281.004
12282.XYZ	12282.002
12284.XYZ	12284.002
12284.XYZ	12284.004
12285.XYZ	12285.002
12288.XYZ	12288.002
12290.XYZ	12290.002
12291.XYZ	12291.002
12297.XYZ	12297.002
12298.XYZ	12298.002
12298.XYZ	12298.004
12304.XYZ	12304.002
12311.XYZ	12311.002
12313.XYZ	12313.002
12314.XYZ	12314.002
12316.XYZ	12316.002
12330.XYZ	12330.004
12331.XYZ	12331.002
12335.XYZ	12335.002
12343.XYZ	12343.002
12347.XYZ	12347.002
12354.XYZ	12354.002
12357.XYZ	12357.002
12357.XYZ	12357.004
Lbody:12357.XYZ	Lbody:12357.002
12361.XYZ	12361.004
12362.XYZ	12362.002
12365.XYZ	12365.002
12372.XYZ	12372.002
12372.XYZ	12372.004
12376.XYZ	12376.006
12380.XYZ	12380.004
12380.XYZ	12380.006
Lbody:12380.XYZ	Lbody:12380.004
12381.XYZ	12381.004
12384.XYZ	12384.002
12389.XYZ	12389.002
12391.XYZ	12391.002
12392.XYZ	12392.002
12392.XYZ	12392.004
Lbody:12392.XYZ	Lbody:12392.002
12402.XYZ	12402.004
12419.XYZ	12419.004
12419.XYZ	12419.006
12421.XYZ	12421.002
12424.XYZ	12424.002
12424.XYZ	12424.004
Lbody:12424.XYZ	Lbody:12424.002
12424.XYZ	12424.006
12424.XYZ	12424.008
12434.XYZ	12434.006
12434.XYZ	12434.008
12439.XYZ	12439.002
12446.XYZ	12446.004
12447.XYZ	12447.002
12453.XYZ	12453.004
12454.XYZ	12454.002
12461.XYZ	12461.004
12462.XYZ	12462.002
12469.XYZ	12469.006
12477.XYZ	12477.002
12484.XYZ	12484.004
12484.XYZ	12484.006
12492.XYZ	12492.002
12492.XYZ	12492.004
12493.XYZ	12493.002
12506.XYZ	12506.002
12506.XYZ	12506.004
12514.XYZ	12514.002
12522.XYZ	12522.004
12522.XYZ	12522.006
12522.XYZ	12522.008
12523.XYZ	12523.002
12525.XYZ	12525.002
12529.XYZ	12529.002
12530.XYZ	12530.002
12530.XYZ	12530.004
12537.XYZ	12537.002
12553.XYZ	12553.008
12553.XYZ	12553.010
Lbody:12553.XYZ	Lbody:12553.008
12557.XYZ	12557.002
12560.XYZ	12560.002
12567.XYZ	12567.006
12576.XYZ	12576.002
12576.XYZ	12576.004
12577.XYZ	12577.002
12577.XYZ	12577.004
12583.XYZ	12583.002
12586.XYZ	12586.002
12586.XYZ	12586.004
12587.XYZ	12587.002
12587.XYZ	12587.004
12587.XYZ	12587.006
12589.XYZ	12589.002
12590.XYZ	12590.002
12598.XYZ	12598.002
12609.XYZ	12609.002
12616.XYZ	12616.004
12618.XYZ	12618.004
12638.XYZ	12638.002
12638.XYZ	12638.004
12638.XYZ	12638.006
12638.XYZ	12638.008
12642.XYZ	12642.002
12643.XYZ	12643.002
12643.XYZ	12643.004
12648.XYZ	12648.002
12650.XYZ	12650.002
12656.XYZ	12656.002
12658.XYZ	12658.002
12660.XYZ	12660.004
12664.XYZ	12664.002
12669.XYZ	12669.004
12669.XYZ	12669.006
12673.XYZ	12673.002
12680.XYZ	12680.004
12680.XYZ	12680.006
12690.XYZ	12690.002
12690.XYZ	12690.004
Lbody:12690.XYZ	Lbody:12690.002
12691.XYZ	12691.002
12691.XYZ	12691.004
12691.XYZ	12691.006
12693.XYZ	12693.002
12708.XYZ	12708.002
12708.XYZ	12708.004
Lbody:12708.XYZ	Lbody:12708.002
12708.XYZ	12708.006
12709.XYZ	12709.002
12709.XYZ	12709.004
12721.XYZ	12721.002
12722.XYZ	12722.002
12726.XYZ	12726.004
12726.XYZ	12726.006
Lbody:12726.XYZ	Lbody:12726.004
12726.XYZ	12726.008
12726.XYZ	12726.010
12730.XYZ	12730.004
12735.XYZ	12735.002
12739.XYZ	12739.002
12744.XYZ	12744.004
12748.XYZ	12748.002
12748.XYZ	12748.004
12754.XYZ	12754.002
12759.XYZ	12759.002
12760.XYZ	12760.002
12760.XYZ	12760.004
12766.XYZ	12766.002
12767.XYZ	12767.002
12767.XYZ	12767.004
12767.XYZ	12767.006
12779.XYZ	12779.002
12779.XYZ	12779.004
Lbody:12779.XYZ	Lbody:12779.002
12779.XYZ	12779.006
12779.XYZ	12779.008
12779.XYZ	12779.010
12790.XYZ	12790.002
12790.XYZ	12790.004
12795.XYZ	12795.002
12796.XYZ	12796.002
12797.XYZ	12797.002
12801.XYZ	12801.002
12801.XYZ	12801.004
12806.XYZ	12806.002
12812.XYZ	12812.002
12827.XYZ	12827.002
12827.XYZ	12827.004
12834.XYZ	12834.002
12834.XYZ	12834.004
12834.XYZ	12834.006
12834.XYZ	12834.008
12836.XYZ	12836.002
12850.XYZ	12850.002
12851.XYZ	12851.002
12856.XYZ	12856.002
12857.XYZ	12857.002
12857.XYZ	12857.004
12874.XYZ	12874.004
12876.XYZ	12876.002
12882.XYZ	12882.002
12888.XYZ	12888.002
12888.XYZ	12888.004
Lbody:12888.XYZ	Lbody:12888.002
12888.XYZ	12888.006
12888.XYZ	12888.008
12892.XYZ	12892.002
12895.XYZ	12895.002
12900.XYZ	12900.002
12900.XYZ	12900.004
12901.XYZ	12901.006
12905.XYZ	12905.004
12910.XYZ	12910.002
12914.XYZ	12914.002
12914.XYZ	12914.004
Lbody:12914.XYZ	Lbody:12914.002
12917.XYZ	12917.002
12919.XYZ	12919.002
12919.XYZ	12919.004
12919.XYZ	12919.006
Lbody:12919.XYZ	Lbody:12919.004
12919.XYZ	12919.008
Lbody:12919.XYZ	Lbody:12919.004
12919.XYZ	12919.010
Lbody:12919.XYZ	Lbody:12919.004
12919.XYZ	12919.012
Lbody:12919.XYZ	Lbody:12919.004
12925.XYZ	12925.002
12925.XYZ	12925.004
12929.XYZ	12929.002
12929.XYZ	12929.004
12938.XYZ	12938.002
12938.XYZ	12938.004
12938.XYZ	12938.006
12945.XYZ	12945.002
12950.XYZ	12950.004
12953.XYZ	12953.002
12956.XYZ	12956.002
12975.XYZ	12975.002
12976.XYZ	12976.004
12983.XYZ	12983.002
12983.XYZ	12983.004
12993.XYZ	12993.002
13002.XYZ	13002.008
13010.XYZ	13010.002
13010.XYZ	13010.004
13011.XYZ	13011.002
13015.XYZ	13015.002
13018.XYZ	13018.002
13019.XYZ	13019.002
13029.XYZ	13029.002
13030.XYZ	13030.002
13037.XYZ	13037.002
13037.XYZ	13037.004
13040.XYZ	13040.002
13041.XYZ	13041.002
13049.XYZ	13049.002
13052.XYZ	13052.002
13059.XYZ	13059.002
13064.XYZ	13064.002
13064.XYZ	13064.004
13071.XYZ	13071.002
13075.XYZ	13075.002
13076.XYZ	13076.002
13076.XYZ	13076.004
13077.XYZ	13077.002
13079.XYZ	13079.002
13081.XYZ	13081.002
13082.XYZ	13082.002
13083.XYZ	13083.002
13084.XYZ	13084.002
13084.XYZ	13084.004
13088.XYZ	13088.002
13089.XYZ	13089.002
13091.XYZ	13091.004
13092.XYZ	13092.002
13100.XYZ	13100.008
13100.XYZ	13100.010
13100.XYZ	13100.012
13100.XYZ	13100.014
13104.XYZ	13104.004
13106.XYZ	13106.002
13106.XYZ	13106.004
13109.XYZ	13109.002
13110.XYZ	13110.002
13117.XYZ	13117.002
13127.XYZ	13127.002
13129.XYZ	13129.002
13134.XYZ	13134.002
13135.XYZ	13135.002
13142.XYZ	13142.002
13142.XYZ	13142.004
13158.XYZ	13158.002
13166.XYZ	13166.002
13166.XYZ	13166.004
13167.XYZ	13167.002
13172.XYZ	13172.002
13175.XYZ	13175.008
13188.XYZ	13188.002
13190.XYZ	13190.002
13191.XYZ	13191.002
13191.XYZ	13191.004
13191.XYZ	13191.006
13192.XYZ	13192.002
13200.XYZ	13200.002
13202.XYZ	13202.002
13203.XYZ	13203.002
13203.XYZ	13203.004
Lbody:13203.XYZ	Lbody:13203.002
13203.XYZ	13203.006
13203.XYZ	13203.008
13205.XYZ	13205.002
13205.XYZ	13205.004
Lbody:13205.XYZ	Lbody:13205.002
13205.XYZ	13205.006
13227.XYZ	13227.002
13229.XYZ	13229.002
13229.XYZ	13229.004
13236.XYZ	13236.004
13246.XYZ	13246.004
13246.XYZ	13246.006
Lbody:13246.XYZ	Lbody:13246.004
13257.XYZ	13257.008
13263.XYZ	13263.002
13270.XYZ	13270.004
13273.XYZ	13273.002
13274.XYZ	13274.002
13277.XYZ	13277.002
13280.XYZ	13280.004
13282.XYZ	13282.002
13294.XYZ	13294.002
13303.XYZ	13303.002
13311.XYZ	13311.002
13311.XYZ	13311.004
13311.XYZ	13311.006
13313.XYZ	13313.002
13318.XYZ	13318.002
13318.XYZ	13318.004
13322.XYZ	13322.002
13322.XYZ	13322.004
13324.XYZ	13324.004
13335.XYZ	13335.002
13338.XYZ	13338.002
13338.XYZ	13338.004
13338.XYZ	13338.006
13344.XYZ	13344.002
13345.XYZ	13345.002
13345.XYZ	13345.004
13352.XYZ	13352.002
13362.XYZ	13362.002
13362.XYZ	13362.004
13365.XYZ	13365.004
13367.XYZ	13367.002
13369.XYZ	13369.002
13369.XYZ	13369.004
13372.XYZ	13372.002
13372.XYZ	13372.004
13374.XYZ	13374.002
13375.XYZ	13375.002
13375.XYZ	13375.004
Lbody:13375.XYZ	Lbody:13375.002
13377.XYZ	13377.002
13388.XYZ	13388.004
13388.XYZ	13388.006
13388.XYZ	13388.008
Lbody:13388.XYZ	Lbody:13388.006
13388.XYZ	13388.010
13401.XYZ	13401.002
13403.XYZ	13403.008
13412.XYZ	13412.002
13412.XYZ	13412.004
13412.XYZ	13412.006
13420.XYZ	13420.002
13422.XYZ	13422.002
13434.XYZ	13434.002
13436.XYZ	13436.002
13445.XYZ	13445.002
13447.XYZ	13447.002
13449.XYZ	13449.002
13449.XYZ	13449.004
13453.XYZ	13453.002
13453.XYZ	13453.004
Lbody:13453.XYZ	Lbody:13453.002
13453.XYZ	13453.006
13453.XYZ	13453.008
Lbody:13453.XYZ	Lbody:13453.006
13453.XYZ	13453.010
13453.XYZ	13453.012
13455.XYZ	13455.002
13466.XYZ	13466.004
13468.XYZ	13468.002
13471.XYZ	13471.002
13471.XYZ	13471.004
Lbody:13471.XYZ	Lbody:13471.002
13471.XYZ	13471.006
13471.XYZ	13471.008
13472.XYZ	13472.002
13484.XYZ	13484.002
13484.XYZ	13484.004
13489.XYZ	13489.002
13489.XYZ	13489.004
13491.XYZ	13491.002
13498.XYZ	13498.002
13499.XYZ	13499.002
13503.XYZ	13503.002
13508.XYZ	13508.002
13508.XYZ	13508.004
13514.XYZ	13514.002
13515.XYZ	13515.002
13520.XYZ	13520.002
13524.XYZ	13524.002
13533.XYZ	13533.002
13541.XYZ	13541.002
13541.XYZ	13541.004
Lbody:13541.XYZ	Lbody:13541.002
13541.XYZ	13541.006
13541.XYZ	13541.008
13541.XYZ	13541.010
13542.XYZ	13542.002
13542.XYZ	13542.004
Lbody:13542.XYZ	Lbody:13542.002
13542.XYZ	13542.006
13543.XYZ	13543.002
13547.XYZ	13547.002
13548.XYZ	13548.002
13549.XYZ	13549.002
13558.XYZ	13558.002
13566.XYZ	13566.002
13566.XYZ	13566.004
13567.XYZ	13567.002
13571.XYZ	13571.002
13575.XYZ	13575.002
13577.XYZ	13577.002
13577.XYZ	13577.004
13584.XYZ	13584.002
13584.XYZ	13584.004
13592.XYZ	13592.002
13592.XYZ	13592.004
13596.XYZ	13596.002
13601.XYZ	13601.004
13601.XYZ	13601.006
Lbody:13601.XYZ	Lbody:13601.004
13606.XYZ	13606.004
13623.XYZ	13623.002
13645.XYZ	13645.002
13649.XYZ	13649.002
13650.XYZ	13650.002
13652.XYZ	13652.002
13654.XYZ	13654.002
13656.XYZ	13656.002
13660.XYZ	13660.006
13674.XYZ	13674.002
13680.XYZ	13680.004
13702.XYZ	13702.002
13702.XYZ	13702.004
13702.XYZ	13702.006
Lbody:13702.XYZ	Lbody:13702.004
13702.XYZ	13702.008
13704.XYZ	13704.002
13704.XYZ	13704.004
Lbody:13704.XYZ	Lbody:13704.002
13710.XYZ	13710.002
13711.XYZ	13711.002
13722.XYZ	13722.002
13726.XYZ	13726.002
13731.XYZ	13731.002
13731.XYZ	13731.004
13731.XYZ	13731.006
Lbody:13731.XYZ	Lbody:13731.004
13741.XYZ	13741.002
13746.XYZ	13746.002
13746.XYZ	13746.004
13753.XYZ	13753.002
13764.XYZ	13764.002
13764.XYZ	13764.004
13766.XYZ	13766.002
13795.XYZ	13795.004
13799.XYZ	13799.002
13800.XYZ	13800.002
13805.XYZ	13805.002
13805.XYZ	13805.004
13805.XYZ	13805.006
Lbody:13805.XYZ	Lbody:13805.004
13808.XYZ	13808.002
13813.XYZ	13813.002
13816.XYZ	13816.002
13818.XYZ	13818.002
13819.XYZ	13819.002
13826.XYZ	13826.002
13832.XYZ	13832.002
13843.XYZ	13843.002
13844.XYZ	13844.002
13849.XYZ	13849.002
13851.XYZ	13851.002
13854.XYZ	13854.002
13856.XYZ	13856.002
13856.XYZ	13856.004
13856.XYZ	13856.006
Lbody:13856.XYZ	Lbody:13856.004
13856.XYZ	13856.008
13859.XYZ	13859.004
13871.XYZ	13871.002
13877.XYZ	13877.002
13877.XYZ	13877.004
13880.XYZ	13880.006
13883.XYZ	13883.002
13883.XYZ	13883.004
13884.XYZ	13884.002
13887.XYZ	13887.004
13890.XYZ	13890.002
13893.XYZ	13893.002
13893.XYZ	13893.004
13902.XYZ	13902.002
13907.XYZ	13907.002
13930.XYZ	13930.002
13931.XYZ	13931.002
13937.XYZ	13937.002
13938.XYZ	13938.002
13939.XYZ	13939.002
13939.XYZ	13939.004
13945.XYZ	13945.006
13948.XYZ	13948.002
13949.XYZ	13949.002
13949.XYZ	13949.004
Lbody:13949.XYZ	Lbody:13949.002
13952.XYZ	13952.002
13952.XYZ	13952.004
13956.XYZ	13956.002
13956.XYZ	13956.004
13956.XYZ	13956.006
13960.XYZ	13960.002
13960.XYZ	13960.004
13960.XYZ	13960.006
13964.XYZ	13964.002
13964.XYZ	13964.004
13976.XYZ	13976.002
13982.XYZ	13982.002
13986.XYZ	13986.002
13991.XYZ	13991.002
13998.XYZ	13998.002
13998.XYZ	13998.004
13998.XYZ	13998.006
14000.XYZ	14000.002
14004.XYZ	14004.002
14011.XYZ	14011.002
14012.XYZ	14012.002
14014.XYZ	14014.002
14016.XYZ	14016.002
14016.XYZ	14016.004
Lbody:14016.XYZ	Lbody:14016.002
14018.XYZ	14018.002
14019.XYZ	14019.002
14019.XYZ	14019.004
14024.XYZ	14024.002
14030.XYZ	14030.002
14031.XYZ	14031.002
14040.XYZ	14040.002
14044.XYZ	14044.002
14045.XYZ	14045.002
14052.XYZ	14052.002
14052.XYZ	14052.004
14053.XYZ	14053.002
14057.XYZ	14057.002
14063.XYZ	14063.002
14087.XYZ	14087.002
14087.XYZ	14087.004
14101.XYZ	14101.002
14103.XYZ	14103.002
14103.XYZ	14103.004
14109.XYZ	14109.002
14125.XYZ	14125.002
14136.XYZ	14136.002
14136.XYZ	14136.004
14136.XYZ	14136.006
14140.XYZ	14140.002
14149.XYZ	14149.002
14158.XYZ	14158.002
14160.XYZ	14160.002
14162.XYZ	14162.002
14163.XYZ	14163.004
14164.XYZ	14164.004
14167.XYZ	14167.002
14174.XYZ	14174.004
14184.XYZ	14184.002
14184.XYZ	14184.004
14186.XYZ	14186.002
14204.XYZ	14204.002
14206.XYZ	14206.002
14209.XYZ	14209.002
14215.XYZ	14215.002
14215.XYZ	14215.004
Lbody:14215.XYZ	Lbody:14215.002
14215.XYZ	14215.006
14225.XYZ	14225.002
14225.XYZ	14225.004
14234.XYZ	14234.002
14234.XYZ	14234.004
14235.XYZ	14235.002
14249.XYZ	14249.002
14259.XYZ	14259.002
14260.XYZ	14260.002
14262.XYZ	14262.002
14266.XYZ	14266.002
14266.XYZ	14266.004
Lbody:14266.XYZ	Lbody:14266.002
14266.XYZ	14266.006
14267.XYZ	14267.002
14270.XYZ	14270.002
14271.XYZ	14271.002
14271.XYZ	14271.004
Lbody:14271.XYZ	Lbody:14271.002
14271.XYZ	14271.006
14273.XYZ	14273.004
14273.XYZ	14273.006
14278.XYZ	14278.002
14290.XYZ	14290.006
14290.XYZ	14290.008
14302.XYZ	14302.002
14302.XYZ	14302.004
14302.XYZ	14302.006
14303.XYZ	14303.002
14303.XYZ	14303.004
14316.XYZ	14316.002
14316.XYZ	14316.004
14318.XYZ	14318.002
14338.XYZ	14338.002
14347.XYZ	14347.002
14352.XYZ	14352.002
14358.XYZ	14358.002
14368.XYZ	14368.002
14368.XYZ	14368.004
14370.XYZ	14370.002
14374.XYZ	14374.002
14376.XYZ	14376.002
14376.XYZ	14376.004
14381.XYZ	14381.002
14382.XYZ	14382.002
14383.XYZ	14383.002
14384.XYZ	14384.002
14386.XYZ	14386.002
14387.XYZ	14387.002
14387.XYZ	14387.004
14387.XYZ	14387.006
14393.XYZ	14393.002
14393.XYZ	14393.004
14395.XYZ	14395.008
14395.XYZ	14395.010
Lbody:14395.XYZ	Lbody:14395.008
14411.XYZ	14411.002
14416.XYZ	14416.002
14416.XYZ	14416.004
14416.XYZ	14416.006
14421.XYZ	14421.002
14424.XYZ	14424.002
14428.XYZ	14428.002
14437.XYZ	14437.002
14440.XYZ	14440.002
14448.XYZ	14448.002
14448.XYZ	14448.004
14453.XYZ	14453.002
14459.XYZ	14459.002
14464.XYZ	14464.002
14469.XYZ	14469.002
14469.XYZ	14469.004
14472.XYZ	14472.006
14477.XYZ	14477.002
14503.XYZ	14503.002
14513.XYZ	14513.002
14515.XYZ	14515.002
14523.XYZ	14523.004
14528.XYZ	14528.002
14536.XYZ	14536.002
14541.XYZ	14541.002
14542.XYZ	14542.002
14542.XYZ	14542.004
14555.XYZ	14555.002
14555.XYZ	14555.004
14555.XYZ	14555.006
14560.XYZ	14560.002
14560.XYZ	14560.004
Lbody:14560.XYZ	Lbody:14560.002
14560.XYZ	14560.006
14562.XYZ	14562.002
14564.XYZ	14564.002
14568.XYZ	14568.002
14570.XYZ	14570.002
14570.XYZ	14570.004
14577.XYZ	14577.002
14578.XYZ	14578.002
14582.XYZ	14582.002
14595.XYZ	14595.002
14595.XYZ	14595.004
Lbody:14595.XYZ	Lbody:14595.002
14595.XYZ	14595.006
14595.XYZ	14595.008
14602.XYZ	14602.002
14606.XYZ	14606.002
14606.XYZ	14606.004
14607.XYZ	14607.002
14607.XYZ	14607.004
14607.XYZ	14607.006
Lbody:14607.XYZ	Lbody:14607.004
14615.XYZ	14615.004
14616.XYZ	14616.002
14623.XYZ	14623.002
14626.XYZ	14626.002
14626.XYZ	14626.004
14627.XYZ	14627.002
14628.XYZ	14628.004
14635.XYZ	14635.002
14640.XYZ	14640.002
14642.XYZ	14642.002
14642.XYZ	14642.004
14642.XYZ	14642.006
14642.XYZ	14642.008
14642.XYZ	14642.010
14642.XYZ	14642.012
14643.XYZ	14643.002
14643.XYZ	14643.004
14646.XYZ	14646.002
14646.XYZ	14646.004
14648.XYZ	14648.002
14650.XYZ	14650.002
14650.XYZ	14650.004
14670.XYZ	14670.002
14670.XYZ	14670.004
14671.XYZ	14671.002
14684.XYZ	14684.002
14697.XYZ	14697.002
14697.XYZ	14697.004
Lbody:14697.XYZ	Lbody:14697.002
14697.XYZ	14697.006
14704.XYZ	14704.002
14705.XYZ	14705.002
14716.XYZ	14716.002
14719.XYZ	14719.004
14719.XYZ	14719.006
14722.XYZ	14722.002
14722.XYZ	14722.004
Lbody:14722.XYZ	Lbody:14722.002
14723.XYZ	14723.002
14725.XYZ	14725.002
14727.XYZ	14727.002
14730.XYZ	14730.002
14730.XYZ	14730.004
14743.XYZ	14743.002
14746.XYZ	14746.002
14756.XYZ	14756.002
14766.XYZ	14766.002
14767.XYZ	14767.002
14769.XYZ	14769.002
14769.XYZ	14769.004
14773.XYZ	14773.002
14773.XYZ	14773.004
14773.XYZ	14773.006
14774.XYZ	14774.002
14775.XYZ	14775.002
14782.XYZ	14782.004
14788.XYZ	14788.002
14792.XYZ	14792.002
14792.XYZ	14792.004
14811.XYZ	14811.002
14811.XYZ	14811.004
14811.XYZ	14811.006
14812.XYZ	14812.002
14813.XYZ	14813.002
14820.XYZ	14820.004
14822.XYZ	14822.002
14825.XYZ	14825.002
14829.XYZ	14829.002
14830.XYZ	14830.002
14832.XYZ	14832.002
14839.XYZ	14839.002
14839.XYZ	14839.004
14839.XYZ	14839.006
14841.XYZ	14841.002
14841.XYZ	14841.004
14841.XYZ	14841.006
14854.XYZ	14854.002
14861.XYZ	14861.002
14862.XYZ	14862.002
14869.XYZ	14869.002
14872.XYZ	14872.002
14872.XYZ	14872.004
14876.XYZ	14876.002
14884.XYZ	14884.002
14891.XYZ	14891.002
14895.XYZ	14895.002
14895.XYZ	14895.004
14906.XYZ	14906.002
14912.XYZ	14912.002
14914.XYZ	14914.002
14917.XYZ	14917.002
14917.XYZ	14917.004
14918.XYZ	14918.002
14918.XYZ	14918.004
14918.XYZ	14918.006
14923.XYZ	14923.002
14933.XYZ	14933.002
14935.XYZ	14935.002
14940.XYZ	14940.002
14941.XYZ	14941.002
14941.XYZ	14941.004
14941.XYZ	14941.006
14945.XYZ	14945.002
14945.XYZ	14945.004
14945.XYZ	14945.006
14946.XYZ	14946.002
14946.XYZ	14946.004
14948.XYZ	14948.002
14963.XYZ	14963.002
14968.XYZ	14968.002
14975.XYZ	14975.002
14976.XYZ	14976.002
14991.XYZ	14991.002
15004.XYZ	15004.002
15004.XYZ	15004.004
15022.XYZ	15022.002
15031.XYZ	15031.002
15044.XYZ	15044.002
15045.XYZ	15045.002
15046.XYZ	15046.002
15049.XYZ	15049.002
15052.XYZ	15052.002
15069.XYZ	15069.002
15073.XYZ	15073.002
15080.XYZ	15080.002
15081.XYZ	15081.002
15090.XYZ	15090.004
15094.XYZ	15094.002
15100.XYZ	15100.004
15101.XYZ	15101.002
15110.XYZ	15110.002
15136.XYZ	15136.002
15138.XYZ	15138.002
15138.XYZ	15138.004
15139.XYZ	15139.002
15142.XYZ	15142.002
15144.XYZ	15144.002
15144.XYZ	15144.004
15145.XYZ	15145.002
15151.XYZ	15151.002
15151.XYZ	15151.004
15159.XYZ	15159.002
15159.XYZ	15159.004
Lbody:15159.XYZ	Lbody:15159.002
15159.XYZ	15159.006
15160.XYZ	15160.002
15165.XYZ	15165.008
15165.XYZ	15165.010
Lbody:15165.XYZ	Lbody:15165.008
15173.XYZ	15173.002
15181.XYZ	15181.002
15182.XYZ	15182.002
15182.XYZ	15182.004
15182.XYZ	15182.006
15185.XYZ	15185.002
15185.XYZ	15185.004
Lbody:15185.XYZ	Lbody:15185.002
15185.XYZ	15185.006
15188.XYZ	15188.002
15189.XYZ	15189.002
15189.XYZ	15189.004
15200.XYZ	15200.002
15204.XYZ	15204.002
15217.XYZ	15217.002
15226.XYZ	15226.002
15232.XYZ	15232.002
15232.XYZ	15232.004
15234.XYZ	15234.002
15237.XYZ	15237.002
15240.XYZ	15240.002
15242.XYZ	15242.002
15243.XYZ	15243.002
15246.XYZ	15246.002
15262.XYZ	15262.002
15266.XYZ	15266.002
15269.XYZ	15269.002
15270.XYZ	15270.002
15271.XYZ	15271.002
15274.XYZ	15274.002
15282.XYZ	15282.002
15294.XYZ	15294.002
15307.XYZ	15307.002
15310.XYZ	15310.002
15314.XYZ	15314.002
15319.XYZ	15319.002
15320.XYZ	15320.002
15322.XYZ	15322.002
15325.XYZ	15325.002
15325.XYZ	15325.004
15329.XYZ	15329.002
15330.XYZ	15330.002
15330.XYZ	15330.004
Lbody:15330.XYZ	Lbody:15330.002
15330.XYZ	15330.006
15335.XYZ	15335.002
15341.XYZ	15341.002
15346.XYZ	15346.002
15350.XYZ	15350.002
15350.XYZ	15350.004
15355.XYZ	15355.002
15355.XYZ	15355.004
Lbody:15355.XYZ	Lbody:15355.002
15358.XYZ	15358.002
15358.XYZ	15358.004
15366.XYZ	15366.002
15366.XYZ	15366.004
Lbody:15366.XYZ	Lbody:15366.002
15374.XYZ	15374.002
15376.XYZ	15376.002
15378.XYZ	15378.002
15378.XYZ	15378.004
15393.XYZ	15393.002
15393.XYZ	15393.004
15403.XYZ	15403.002
15403.XYZ	15403.004
15403.XYZ	15403.006
15403.XYZ	15403.008
15403.XYZ	15403.010
15403.XYZ	15403.012
15403.XYZ	15403.014
15403.XYZ	15403.016
15403.XYZ	15403.018
15403.XYZ	15403.020
15403.XYZ	15403.022
15403.XYZ	15403.024
15403.XYZ	15403.026
15403.XYZ	15403.028
15403.XYZ	15403.030
Lbody:15403.XYZ	Lbody:15403.028
15403.XYZ	15403.032
15403.XYZ	15403.034
15403.XYZ	15403.036
15403.XYZ	15403.038
Lbody:15403.XYZ	Lbody:15403.036
15403.XYZ	15403.040
15403.XYZ	15403.042
15403.XYZ	15403.044
15403.XYZ	15403.046
Lbody:15403.XYZ	Lbody:15403.044
15403.XYZ	15403.048
15403.XYZ	15403.050
15403.XYZ	15403.052
15403.XYZ	15403.054
15403.XYZ	15403.056
15403.XYZ	15403.058
Lbody:15403.XYZ	Lbody:15403.056
15403.XYZ	15403.060
15403.XYZ	15403.062
15403.XYZ	15403.064
15403.XYZ	15403.066
15403.XYZ	15403.068
15403.XYZ	15403.070
15405.XYZ	15405.002
15405.XYZ	15405.004
15405.XYZ	15405.006
15408.XYZ	15408.002
15412.XYZ	15412.002
15412.XYZ	15412.004
Lbody:15412.XYZ	Lbody:15412.002
15420.XYZ	15420.002
15423.XYZ	15423.002
15424.XYZ	15424.002
15426.XYZ	15426.002
15433.XYZ	15433.002
15437.XYZ	15437.002
15438.XYZ	15438.002
15439.XYZ	15439.002
15439.XYZ	15439.004
Lbody:15439.XYZ	Lbody:15439.002
15439.XYZ	15439.006
15439.XYZ	15439.008
15452.XYZ	15452.002
15452.XYZ	15452.004
15454.XYZ	15454.002
15459.XYZ	15459.002
15466.XYZ	15466.002
15468.XYZ	15468.002
15474.XYZ	15474.002
15478.XYZ	15478.002
15480.XYZ	15480.002
15481.XYZ	15481.002
15482.XYZ	15482.002
15483.XYZ	15483.002
15483.XYZ	15483.004
15494.XYZ	15494.002
15496.XYZ	15496.002
15496.XYZ	15496.004
15501.XYZ	15501.002
15505.XYZ	15505.002
15508.XYZ	15508.002
15511.XYZ	15511.002
15514.XYZ	15514.002
15518.XYZ	15518.002
15518.XYZ	15518.004
15520.XYZ	15520.002
15522.XYZ	15522.002
15525.XYZ	15525.002
15527.XYZ	15527.002
15527.XYZ	15527.004
15527.XYZ	15527.006
15528.XYZ	15528.002
15528.XYZ	15528.004
15544.XYZ	15544.002
15544.XYZ	15544.004
15552.XYZ	15552.002
15552.XYZ	15552.004
15553.XYZ	15553.002
15562.XYZ	15562.002
15567.XYZ	15567.004
15576.XYZ	15576.002
15577.XYZ	15577.002
15581.XYZ	15581.002
15582.XYZ	15582.002
15586.XYZ	15586.002
15591.XYZ	15591.002
15601.XYZ	15601.002
15610.XYZ	15610.002
15613.XYZ	15613.002
15613.XYZ	15613.004
15615.XYZ	15615.002
15616.XYZ	15616.002
15625.XYZ	15625.002
15633.XYZ	15633.002
15635.XYZ	15635.002
15644.XYZ	15644.002
15651.XYZ	15651.002
15653.XYZ	15653.002
15656.XYZ	15656.002
15656.XYZ	15656.004
15656.XYZ	15656.006
15661.XYZ	15661.002
15662.XYZ	15662.002
15664.XYZ	15664.002
15665.XYZ	15665.002
15665.XYZ	15665.004
15666.XYZ	15666.002
15667.XYZ	15667.002
15668.XYZ	15668.002
15676.XYZ	15676.002
